Origen;Centro;AIRE;TIERRA;MAR;Total
TURQUIA;ESTAMBUL;39,4895;200,511;0,0;240,0005
TURQUIA;HAIFA;0,0;0,0;0,0;0,0
TURQUIA;TOKIO;0,0;0,0;0,0;0,0
TURQUIA;TAIPEI;0,0;0,0;0,0;0,0
EGIPTO;SAN_PABLO;0,0;0,0;0,0;0,0
EGIPTO;PANAMA;0,0;0,0;0,0;0,0
EGIPTO;BOGOTA;0,0;0,0;0,0;0,0
EGIPTO;NUEVA_YORK;0,0;0,0;0,0;0,0
EGIPTO;MIAMI;0,0;0,0;0,0;0,0
EGIPTO;AMSTERDAM;0,0;0,0;215,0;215,0
EGIPTO;LONDRES;0,0;0,0;0,0;0,0
EGIPTO;ROMA;0,0;0,0;0,0;0,0
EGIPTO;ESTAMBUL;0,0;0,0;0,0;0,0
EGIPTO;HAIFA;0,0;0,0;0,0;0,0
EGIPTO;TOKIO;0,0;0,0;0,0;0,0
EGIPTO;TAIPEI;0,0;0,0;0,0;0,0
MARRUECOS;SAN_PABLO;0,0;0,0;0,0;0,0
MARRUECOS;PANAMA;0,0;0,0;0,0;0,0
MARRUECOS;BOGOTA;0,0;0,0;0,0;0,0
MARRUECOS;NUEVA_YORK;0,0;0,0;0,0;0,0
MARRUECOS;MIAMI;0,0;0,0;0,0;0,0
MARRUECOS;AMSTERDAM;0,0;0,0;0,0;0,0
MARRUECOS;LONDRES;0,0;0,0;0,0;0,0
MARRUECOS;ROMA;0,0;0,0;0,0;0,0
MARRUECOS;ESTAMBUL;0,0;0,0;0,0;0,0
MARRUECOS;HAIFA;0,0;95,0;0,0;95,0
MARRUECOS;TOKIO;0,0;0,0;0,0;0,0
MARRUECOS;TAIPEI;0,0;0,0;0,0;0,0
ARGELIA;SAN_PABLO;0,0;0,0;0,0;0,0
ARGELIA;PANAMA;0,0;0,0;0,0;0,0
ARGELIA;BOGOTA;0,0;0,0;0,0;0,0
ARGELIA;NUEVA_YORK;0,0;0,0;0,0;0,0
ARGELIA;MIAMI;0,0;0,0;0,0;0,0
ARGELIA;AMSTERDAM;0,0;0,0;80,0;80,0
ARGELIA;LONDRES;0,0;0,0;0,0;0,0
ARGELIA;ROMA;0,0;0,0;0,0;0,0
ARGELIA;ESTAMBUL;0,0;0,0;0,0;0,0
ARGELIA;HAIFA;0,0;0,0;0,0;0,0
ARGELIA;TOKIO;0,0;0,0;0,0;0,0
ARGELIA;TAIPEI;0,0;0,0;0,0;0,0
LIBIA;SAN_PABLO;0,0;0,0;0,0;0,0
LIBIA;PANAMA;0,0;0,0;0,0;0,0
LIBIA;BOGOTA;0,0;0,0;0,0;0,0
LIBIA;NUEVA_YORK;0,0;0,0;0,0;0,0
LIBIA;MIAMI;0,0;0,0;0,0;0,0
LIBIA;AMSTERDAM;0,0;0,0;0,0;0,0
LIBIA;LONDRES;0,0;0,0;82,0;82,0
LIBIA;ROMA;0,0;0,0;0,0;0,0
LIBIA;ESTAMBUL;0,0;0,0;0,0;0,0
LIBIA;HAIFA;0,0;0,0;0,0;0,0
LIBIA;TOKIO;0,0;0,0;0,0;0,0
LIBIA;TAIPEI;0,0;0,0;0,0;0,0
SUDAFRICA;SAN_PABLO;0,0;0,0;0,0;0,0
SUDAFRICA;PANAMA;0,0;0,0;0,0;0,0
SUDAFRICA;BOGOTA;0,0;0,0;0,0;0,0
SUDAFRICA;NUEVA_YORK;0,0;0,0;0,0;0,0
SUDAFRICA;MIAMI;0,0;0,0;0,0;0,0
SUDAFRICA;AMSTERDAM;0,0;0,0;0,0;0,0
SUDAFRICA;LONDRES;0,0;0,0;0,0;0,0
SUDAFRICA;ROMA;0,0;0,0;220,0;220,0
SUDAFRICA;ESTAMBUL;0,0;0,0;0,0;0,0
SUDAFRICA;HAIFA;0,0;0,0;0,0;0,0
SUDAFRICA;TOKIO;0,0;0,0;0,0;0,0
SUDAFRICA;TAIPEI;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;SAN_PABLO;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;PANAMA;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;BOGOTA;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;NUEVA_YORK;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;MIAMI;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;AMSTERDAM;0,0;0,0;420,0;420,0
ARABIA_SAUDITA;LONDRES;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;ROMA;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;ESTAMBUL;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;HAIFA;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;TOKIO;0,0;0,0;0,0;0,0
ARABIA_SAUDITA;TAIPEI;0,0;0,0;0,0;0,0
ISRAEL;SAN_PABLO;0,0;0,0;0,0;0,0
ISRAEL;PANAMA;0,0;0,0;0,0;0,0
ISRAEL;BOGOTA;0,0;0,0;0,0;0,0
ISRAEL;NUEVA_YORK;0,0;0,0;0,0;0,0
ISRAEL;MIAMI;0,0;0,0;0,0;0,0
ISRAEL;AMSTERDAM;0,0;0,0;0,0;0,0
ISRAEL;LONDRES;0,0;0,0;0,0;0,0
ISRAEL;ROMA;0,0;0,0;0,0;0,0
ISRAEL;ESTAMBUL;0,0;0,0;0,0;0,0
ISRAEL;HAIFA;0,0;450,0;0,0;450,0
ISRAEL;TOKIO;0,0;0,0;0,0;0,0
ISRAEL;TAIPEI;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;SAN_PABLO;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;PANAMA;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;BOGOTA;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;NUEVA_YORK;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;MIAMI;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;AMSTERDAM;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;LONDRES;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;ROMA;0,0;0,0;130,0;130,0
EMIRATOS_ARABES_UNIDOS;ESTAMBUL;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;HAIFA;0,0;0,0;740,0;740,0
EMIRATOS_ARABES_UNIDOS;TOKIO;0,0;0,0;0,0;0,0
EMIRATOS_ARABES_UNIDOS;TAIPEI;0,0;0,0;0,0;0,0
OMAN;SAN_PABLO;0,0;0,0;0,0;0,0
OMAN;PANAMA;0,0;0,0;0,0;0,0
OMAN;BOGOTA;0,0;0,0;0,0;0,0
OMAN;NUEVA_YORK;0,0;0,0;0,0;0,0
OMAN;MIAMI;0,0;0,0;0,0;0,0
OMAN;AMSTERDAM;0,0;0,0;0,0;0,0
OMAN;LONDRES;0,0;0,0;55,0;55,0
OMAN;ROMA;0,0;0,0;0,0;0,0
OMAN;ESTAMBUL;0,0;0,0;0,0;0,0
OMAN;HAIFA;0,0;0,0;60,0;60,0
OMAN;TOKIO;0,0;0,0;0,0;0,0
OMAN;TAIPEI;0,0;0,0;0,0;0,0
VIETNAM;SAN_PABLO;0,0;0,0;0,0;0,0
VIETNAM;PANAMA;0,0;0,0;0,0;0,0
VIETNAM;BOGOTA;0,0;0,0;0,0;0,0
VIETNAM;NUEVA_YORK;0,0;0,0;0,0;0,0
VIETNAM;MIAMI;0,0;0,0;0,0;0,0
VIETNAM;AMSTERDAM;0,0;0,0;0,0;0,0
VIETNAM;LONDRES;0,0;0,0;0,0;0,0
VIETNAM;ROMA;0,0;0,0;0,0;0,0
VIETNAM;ESTAMBUL;0,0;0,0;0,0;0,0
VIETNAM;HAIFA;0,0;0,0;0,0;0,0
VIETNAM;TOKIO;0,0;0,0;0,0;0,0
VIETNAM;TAIPEI;0,0;0,0;0,0;0,0
SINGAPUR;SAN_PABLO;0,0;0,0;0,0;0,0
SINGAPUR;PANAMA;0,0;0,0;0,0;0,0
SINGAPUR;BOGOTA;0,0;0,0;0,0;0,0
SINGAPUR;NUEVA_YORK;0,0;0,0;0,0;0,0
SINGAPUR;MIAMI;0,0;0,0;0,0;0,0
SINGAPUR;AMSTERDAM;0,0;0,0;0,0;0,0
SINGAPUR;LONDRES;0,0;0,0;210,0;210,0
SINGAPUR;ROMA;0,0;0,0;0,0;0,0
SINGAPUR;ESTAMBUL;0,0;0,0;0,0;0,0
SINGAPUR;HAIFA;0,0;0,0;0,0;0,0
SINGAPUR;TOKIO;0,0;0,0;0,0;0,0
SINGAPUR;TAIPEI;0,0;0,0;0,0;0,0
MALASIA;SAN_PABLO;0,0;0,0;0,0;0,0
MALASIA;PANAMA;0,0;0,0;0,0;0,0
MALASIA;BOGOTA;0,0;0,0;0,0;0,0
MALASIA;NUEVA_YORK;0,0;0,0;0,0;0,0
MALASIA;MIAMI;0,0;0,0;0,0;0,0
MALASIA;AMSTERDAM;0,0;0,0;0,0;0,0
MALASIA;LONDRES;0,0;0,0;232,0;232,0
MALASIA;ROMA;0,0;0,0;0,0;0,0
MALASIA;ESTAMBUL;0,0;0,0;0,0;0,0
MALASIA;HAIFA;0,0;0,0;0,0;0,0
MALASIA;TOKIO;0,0;0,0;0,0;0,0
MALASIA;TAIPEI;0,0;0,0;0,0;0,0
INDONESIA;SAN_PABLO;0,0;0,0;0,0;0,0
INDONESIA;PANAMA;0,0;0,0;0,0;0,0
INDONESIA;BOGOTA;0,0;0,0;0,0;0,0
INDONESIA;NUEVA_YORK;0,0;0,0;0,0;0,0
INDONESIA;MIAMI;0,0;0,0;0,0;0,0
INDONESIA;AMSTERDAM;0,0;0,0;0,0;0,0
INDONESIA;LONDRES;0,0;0,0;0,0;0,0
INDONESIA;ROMA;0,0;0,0;0,0;0,0
INDONESIA;ESTAMBUL;0,0;0,0;0,0;0,0
INDONESIA;HAIFA;0,0;0,0;0,0;0,0
INDONESIA;TOKIO;0,0;0,0;0,0;0,0
INDONESIA;TAIPEI;0,0;0,0;0,0;0,0
FILIPINAS;SAN_PABLO;0,0;0,0;0,0;0,0
FILIPINAS;PANAMA;0,0;0,0;0,0;0,0
FILIPINAS;BOGOTA;0,0;0,0;0,0;0,0
FILIPINAS;NUEVA_YORK;0,0;0,0;0,0;0,0
FILIPINAS;MIAMI;0,0;0,0;0,0;0,0
FILIPINAS;AMSTERDAM;0,0;0,0;0,0;0,0
FILIPINAS;LONDRES;0,0;0,0;0,0;0,0
FILIPINAS;ROMA;0,0;0,0;0,0;0,0
FILIPINAS;ESTAMBUL;0,0;0,0;0,0;0,0
FILIPINAS;HAIFA;0,0;0,0;0,0;0,0
FILIPINAS;TOKIO;0,0;0,0;0,0;0,0
FILIPINAS;TAIPEI;0,0;0,0;0,0;0,0
COREA_DEL_SUR;SAN_PABLO;0,0;0,0;0,0;0,0
COREA_DEL_SUR;PANAMA;0,0;0,0;0,0;0,0
COREA_DEL_SUR;BOGOTA;0,0;0,0;0,0;0,0
COREA_DEL_SUR;NUEVA_YORK;0,0;0,0;0,0;0,0
COREA_DEL_SUR;MIAMI;0,0;0,0;0,0;0,0
COREA_DEL_SUR;AMSTERDAM;0,0;0,0;0,0;0,0
COREA_DEL_SUR;LONDRES;0,0;0,0;0,0;0,0
COREA_DEL_SUR;ROMA;0,0;0,0;0,0;0,0
COREA_DEL_SUR;ESTAMBUL;0,0;0,0;0,0;0,0
COREA_DEL_SUR;HAIFA;0,0;0,0;0,0;0,0
COREA_DEL_SUR;TOKIO;0,0;0,0;0,0;0,0
COREA_DEL_SUR;TAIPEI;0,0;0,0;0,0;0,0
TAIWAN;SAN_PABLO;0,0;0,0;0,0;0,0
TAIWAN;PANAMA;0,0;0,0;0,0;0,0
TAIWAN;BOGOTA;0,0;0,0;0,0;0,0
TAIWAN;NUEVA_YORK;0,0;0,0;0,0;0,0
TAIWAN;MIAMI;0,0;0,0;0,0;0,0
TAIWAN;AMSTERDAM;0,0;0,0;0,0;0,0
TAIWAN;LONDRES;0,0;0,0;0,0;0,0
TAIWAN;ROMA;0,0;0,0;0,0;0,0
TAIWAN;ESTAMBUL;0,0;0,0;0,0;0,0
TAIWAN;HAIFA;0,0;0,0;0,0;0,0
TAIWAN;TOKIO;0,0;0,0;0,0;0,0
TAIWAN;TAIPEI;0,0;0,0;0,0;0,0
JAPON;SAN_PABLO;0,0;0,0;0,0;0,0
JAPON;PANAMA;0,0;0,0;0,0;0,0
JAPON;BOGOTA;0,0;0,0;0,0;0,0
JAPON;NUEVA_YORK;0,0;0,0;0,0;0,0
JAPON;MIAMI;0,0;0,0;0,0;0,0
JAPON;AMSTERDAM;0,0;0,0;53,5105;53,5105
JAPON;LONDRES;0,0;0,0;0,0;0,0
JAPON;ROMA;0,0;0,0;0,0;0,0
JAPON;ESTAMBUL;0,0;0,0;584,489;584,489
JAPON;HAIFA;0,0;0,0;0,0;0,0
JAPON;TOKIO;0,0;0,0;0,0;0,0
JAPON;TAIPEI;0,0;0,0;0,0;0,0
CHINA;SAN_PABLO;0,0;0,0;0,0;0,0
CHINA;PANAMA;0,0;0,0;0,0;0,0
CHINA;BOGOTA;0,0;0,0;0,0;0,0
CHINA;NUEVA_YORK;0,0;0,0;0,0;0,0
CHINA;MIAMI;0,0;0,0;0,0;0,0
CHINA;AMSTERDAM;0,0;0,0;0,0;0,0
CHINA;LONDRES;0,0;0,0;0,0;0,0
CHINA;ROMA;0,0;0,0;0,0;0,0
CHINA;ESTAMBUL;0,0;0,0;0,0;0,0
CHINA;HAIFA;0,0;0,0;0,0;0,0
CHINA;TOKIO;0,0;0,0;0,0;0,0
CHINA;TAIPEI;0,0;0,0;0,0;0,0
AUSTRALIA;SAN_PABLO;0,0;0,0;0,0;0,0
AUSTRALIA;PANAMA;0,0;0,0;0,0;0,0
AUSTRALIA;BOGOTA;0,0;0,0;0,0;0,0
AUSTRALIA;NUEVA_YORK;0,0;0,0;0,0;0,0
AUSTRALIA;MIAMI;0,0;0,0;0,0;0,0
AUSTRALIA;AMSTERDAM;0,0;0,0;0,0;0,0
AUSTRALIA;LONDRES;0,0;0,0;0,0;0,0
AUSTRALIA;ROMA;0,0;0,0;0,0;0,0
AUSTRALIA;ESTAMBUL;0,0;0,0;215,511;215,511
AUSTRALIA;HAIFA;0,0;0,0;0,0;0,0
AUSTRALIA;TOKIO;0,0;0,0;0,0;0,0
AUSTRALIA;TAIPEI;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;SAN_PABLO;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;PANAMA;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;BOGOTA;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;NUEVA_YORK;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;MIAMI;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;AMSTERDAM;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;LONDRES;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;ROMA;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;ESTAMBUL;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;HAIFA;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;TOKIO;0,0;0,0;0,0;0,0
NUEVA_ZELANDA;TAIPEI;0,0;0,0;0,0;0,0
